,Text,Date,Sentiment
1384,"Sebi may soon introduce framework on ESG rating providers, say sources",2022-12-06 00:00:00,0
1385,"Adani Power, Varun Beverages, ABB ripe for Nifty Next50 inclusion",2022-12-06 00:00:00,1
1386,Sebi likely to relax regulatory norms for Centre for PSU disinvestment,2022-12-06 00:00:00,0
1387,"Adani Group shares trade firm in weak market; Adani Enterprises, AWL up 3%",2022-12-06 00:00:00,1
1388,Foreign equity funds pile into Indian financials as credit cycle picks up,2022-12-06 00:00:00,0
1389,Asian equities witness highest monthly foreign inflows in two years,2022-12-06 00:00:00,1
1390,"Five-Star Business Finance zooms 19%, hits highest level since listing",2022-12-06 00:00:00,1
1391,"Tata Coffee, CCL Products: Tea, Coffee stocks to brew more gains in 2023",2022-12-06 00:00:00,1
1392,Bajaj Consumer up 5% as board to consider share buyback proposal on Friday,2022-12-06 00:00:00,1
1393,Investors look to emerging markets as US dollar tumbles: Analysis,2022-12-06 00:00:00,-1
1394,Astra Microwave jumps 7%; board to consider Rs 400-cr fund-raise on Friday,2022-12-06 00:00:00,1
1395,"TaMo, M&M: Price rise unlikely to put auto stocks in top gear, charts show",2022-12-06 00:00:00,1
1396,"Westlife Foodworld soars 10%, hits new high on 'Vision 2027' growth plan",2022-12-06 00:00:00,1
1397,Ion Exchange hits new high; gains 6% in two days on securing IOCL order,2022-12-06 00:00:00,1
1398,PSU banks trade firm in a weak market; SBI nears record high,2022-12-06 00:00:00,1
1399,"Stocks to Watch: Adani Green, Tata Motors, Kirloskar Bros, Dhunseri Tea",2022-12-06 00:00:00,1
1400,"Sensex down 208 pts, Nifty below 18,650 day head of RBI decision; PSBs gain",2022-12-06 00:00:00,-1
1401,"Sensex slips nearly 34 points on profit taking in oil, auto stocks",2022-12-05 00:00:00,-1
1402,IT sector may be ripe for cherry picking; analysts more positive on Infosys,2022-12-05 00:00:00,1
1403,"Cash turnover up 17% in Nov: In buoyant mkt, trading volume sees recovery",2022-12-05 00:00:00,1
1404,Mutual funds' new-age technology schemes prove to be a non-starter,2022-12-05 00:00:00,0
1405,Morgan Stanley upgrades Chinese equities as country eases Covid curbs,2022-12-05 00:00:00,0
1406,"Rupee skids 48 paise as corporates, oil firms rush to buy dollars",2022-12-05 00:00:00,-1
1407,"JK Lakshmi Cement extends rally, up 27% in 9 days; stock nears record high",2022-12-05 00:00:00,1
1408,Metal index gains over 1% as China eases Covid-19 rules; Hindalco up 4%,2022-12-05 00:00:00,1
1409,Stock of this SME iron & steel products' company has zoomed 117% in 1 month,2022-12-05 00:00:00,1
1410,"CEAT, Apollo, JK Tyre: NCLAT relief may drive tyre stocks up to 16% higher",2022-12-05 00:00:00,1
1411,LTIMindtree commences trading with its new name; stock down 1%,2022-12-05 00:00:00,-1
1412,"Mahindra Finance up 6%, hits 52-week high on healthy disbursements in Nov",2022-12-05 00:00:00,1
1413,Kalyan Jewellers hits new high in a weak market; rallies 18% in 4 days,2022-12-05 00:00:00,1
1414,TVS Motor dips 3% after 2.6 million shares change hands on BSE,2022-12-05 00:00:00,-1
1415,ESIC to invest up to 15 per cent surplus funds in equity through ETFs,2022-12-05 00:00:00,0
1416,"Sensex, Nifty end flat after volatile day; Metal index up 2%, RIL down 1.5%",2022-12-05 00:00:00,-1
1417,"Stocks to Watch: ONGC, Oil India, Hatsun Agro, Inox Green, Indus Towers",2022-12-05 00:00:00,1
1418,"Street Signs: Likely shift to broader market, PVC pipe firms to gain & more",2022-12-05 00:00:00,1
1419,Average SIP ticket size shrinks 23% in over 3 years despite rising inflows,2022-12-05 00:00:00,-1
1420,ICICI Prudential Equity & Debt Fund: An outperformer in hybrid category,2022-12-05 00:00:00,1
1421,"Listed real estate majors home in on market-share gains, price hikes",2022-12-05 00:00:00,1
1422,"FPIs turn net buyers in November, invest Rs 36,329 cr in equities",2022-12-04 00:00:00,0
1423,Mcap of 8 of top-10 most valued firms climb Rs 1.15 trn; RIL biggest winner,2022-12-04 00:00:00,1
1424,NSE launches new Nifty Bharat Bond Index: Check details here,2022-12-02 00:00:00,0
1425,"Busy buying: FPIs bet big on India and Asia in November, shows data",2022-12-02 00:00:00,0
1426,"Sensex, Nifty snap eight-day winning streak ahead of US jobs data",2022-12-02 00:00:00,0
1427,Bajaj Hindustan Sugar zooms 20% on payment of entire overdues,2022-12-02 00:00:00,1
1428,Venus Pipes gains 6% as Himalaya Finance buys 5 mn shares via open market,2022-12-02 00:00:00,1
1429,"Auto shares trade weak post November sales; Eicher, M&M down up to 3%",2022-12-02 00:00:00,-1
1430,Risk-reward favourable for Paytm; may rise more than 100% in 1 yr: Analysts,2022-12-02 00:00:00,1
1431,Tata Steel hits over 3-month high in a weak market; stock up 6% in 4 days,2022-12-02 00:00:00,1
1432,"Chris Wood rejigs India portfolio; adds Macrotech Developers, Adani Ports",2022-12-02 00:00:00,0
1433,Skipper locked at 20% upper limit on heavy volumes; zooms 53% in two weeks,2022-12-02 00:00:00,1
1434,"ONGC, Oil India jump up to 3% on sharp cut in windfall tax",2022-12-02 00:00:00,1
1435,PB Fintech surges 6% after 5% equity changes hands on the NSE,2022-12-02 00:00:00,-1
1436,"Stocks to Watch: PB Fintech, NMDC, Axis Bank, Yes Bank, ONGC, Auto, Airline",2022-12-02 00:00:00,1
1437,"Sensex snaps 8-day winning run, ends 415 pts lower; IT, Auto stocks weigh",2022-12-02 00:00:00,-1
1438,Kalyani Group promoter pays Rs 3 lakh to settle case with Sebi,2022-12-01 00:00:00,-1
1439,"Sensex, Nifty end at record closing highs, rally for the eighth day",2022-12-01 00:00:00,1
1440,Sebi asks mutual funds to take action against fake Telegram groups,2022-12-01 00:00:00,0
1441,Sebi permits brokers to extend margin trading facility to equity ETFs,2022-12-01 00:00:00,0
1442,"Zomato extends gain, up 5% in 2 days after Alibaba sold 263 million shares",2022-12-01 00:00:00,1
1443,This beverages company's stock has zoomed 54% in 6 days; hits 5-year high,2022-12-01 00:00:00,1
1444,"Stock performance remains polarized even as Sensex, Nifty scale new highs",2022-12-01 00:00:00,1
1445,"TCS, Tata Coffee: 5 Tata Group stocks that you can bet on for a good return",2022-12-01 00:00:00,1
1446,Proposed gas price revision to bring short-term relief to CGDs: Analysts,2022-12-01 00:00:00,1
1447,BLS Int'l at new high on fixing record date for 1:1 bonus; up 12% in 2 days,2022-12-01 00:00:00,1
1448,"Cement shares in focus; JK Lakshmi, Dalmia, JK Cement up over 12% in 1 mth",2022-12-01 00:00:00,1
1449,Likhitha Infra soars 22% in two days as Ashish Kacholia buys 2% stake,2022-12-01 00:00:00,1
1450,"Nifty IT index surges 2%; Infy, TCS, Tech Mahindra, Coforge gain up to 3%",2022-12-01 00:00:00,1
1451,"Nifty on track to hit 20,000; Sensex target at 70,000 levels: Analysts",2022-12-01 00:00:00,1
1452,"NSE, SGX aim to start joint derivatives project by second quarter",2022-12-01 00:00:00,1
1453,"Stocks to Watch: TCS, KPI Green, Siemens, Alstom India, Apollo Hospitals",2022-12-01 00:00:00,1
1454,"Benchmarks extend record breaking run; Nifty tops 18,800; IT, metals shine",2022-12-01 00:00:00,1
1455,"Market regulator Sebi bars FWCS, its directors from markets for 1 year",2022-11-30 00:00:00,0
1456,"Food delivery firm Zomato stake sale fetches Rs 1,631 crore for Alibaba",2022-11-30 00:00:00,0
1457,NSE IFSC-SGX Connect full scale operation targeted for Q2 of 2023,2022-11-30 00:00:00,1
1458,"D-Street throws Thanksgiving party in November; Sensex, Nifty up 10%",2022-11-30 00:00:00,0
1459,Dharmaj Crop IPO subscribed 36 times; promising start for Uniparts,2022-11-30 00:00:00,1
1460,Sebi penalises 15 firms for manipulating Parichay Investments stock prices,2022-11-30 00:00:00,-1
1461,Indian markets log new highs even as global peers stare at losses,2022-11-30 00:00:00,1
1462,Gland Pharma stock seen underperforming after acquiring France's Cenexi,2022-11-30 00:00:00,1
1463,"Scaling a new peak: FPIs, global cues propel Sensex past 63,000 mark",2022-11-30 00:00:00,1
1464,Sebi reduces timeline to list debt securities issued on pvt placement basis,2022-11-30 00:00:00,0
1465,"IGL, MGL: Parikh recommendations may trigger up to 11% rally in gas stocks",2022-11-30 00:00:00,1
1466,Investment opportunities in space cooling to be $1.5 trn by 2040 in India,2022-11-30 00:00:00,1
1467,"IGL, MGL gain up to 4% post Kirit Parikh panel gas pricing recommendations",2022-11-30 00:00:00,1
1468,"Hotel shares in demand; TajGVK, Lemon Tree, Oriental Hotel rally up to 9%",2022-11-30 00:00:00,1
1469,"Tata Steel, Hindalco: Golden Cross breakout can trigger bull-run in metals",2022-11-30 00:00:00,1
1470,This newly listed SME stock has zoomed 107% against its issue price,2022-11-30 00:00:00,1
1471,"After the runaway rally, analysts say shift from PSBs to private peers",2022-11-30 00:00:00,1
1472,Gland Pharma enters into agreement to acquire Cenexi; stock slips 5%,2022-11-30 00:00:00,-1
1473,"JK Lakshmi Cement hits record high, stock soars 28% in November",2022-11-30 00:00:00,1
1474,Uniparts India IPO: Here's why analysts recommend subscribing to the issue,2022-11-30 00:00:00,0
1475,353 million shares of Zomato change hands on NSE; stock trades firm,2022-11-30 00:00:00,1
1476,Our goal will be to go public within the next three years: Mohit Batra,2022-11-30 00:00:00,0
1477,"Sensex hits 63K, gains 418pts; Nifty ends at record high of 18,750",2022-11-30 00:00:00,1
1478,"Stocks to Watch: Zomato, SBI, Adani Group, Britannia, ONGC, Gland Pharma",2022-11-30 00:00:00,1
1479,Global investors bullish on Indian equities market despite 86% premium: UBS,2022-11-29 00:00:00,0
1480,NSEL scam: Sebi bans five major commodity brokers for six months,2022-11-29 00:00:00,0
1481,Sebi launches investigation against finfluencer P R Sundar and his son,2022-11-29 00:00:00,0
1482,"Key challenge for new BSE chief: Keep NSE, rival he helped build, in check",2022-11-29 00:00:00,0
1483,"Market regulator Sebi plans simplified BRSR, ESG rating regulations",2022-11-29 00:00:00,0
1484,"Sebi sets up three panels to push market reforms, ease of doing business",2022-11-29 00:00:00,0
1485,"Sebi overhauls advisory panels on FPIs, social stock exchange",2022-11-29 00:00:00,0
1486,JK Tyre hits all-time high; share price more than doubles in 5 months,2022-11-29 00:00:00,1
1487,Stock brokers' body seeks industry status for registered mkt intermediaries,2022-11-29 00:00:00,0
1488,Cosmo First soars 17% in 2 days on company's share buyback plan,2022-11-29 00:00:00,1
1489,"IDBI Bank hits 52-week high, rallies 15% in four days on heavy volumes",2022-11-29 00:00:00,1
1490,"Nifty IT in pullback mode: Infosys, HCL Tech, KPIT can rally up to 15%",2022-11-29 00:00:00,1
1491,"FMCG index surges nearly 2%; ITC, Dabur, Marico, HUL, GCPL rally up to 6%",2022-11-29 00:00:00,1
1492,"Crude oil prices can rise up to $110 a barrel in 2023, say analysts",2022-11-29 00:00:00,1
1493,"VA Tech Wabag surges 10% in two days, nears 52-week high on stable outlook",2022-11-29 00:00:00,1
1494,"Valuation, capital gains tax treatment key risks for the market: Analysts",2022-11-29 00:00:00,0
1495,"Laurus Labs hits 52-week low, tanks 7% on margin concerns",2022-11-29 00:00:00,-1
1496,"Stocks to Watch: HCL Tech, Lupin, Fusion Micro Fin, Five-Star, NBCC, PNB",2022-11-29 00:00:00,1
1497,"ICICI Bank, HUL, ITC help lift Sensex 177 pts, Nifty above 18,600; PSBs dip",2022-11-29 00:00:00,1
1498,Indices log new record highs buoyed by RIL; Sensex rises 211 points,2022-11-28 00:00:00,1
1499,Sebi gives nod to appointment of Ramamurthy as MD & CEO of BSE,2022-11-28 00:00:00,0
1500,"Over Rs 5,000-cr IPOs may hit mkts in Dec as investor sentiment perks up",2022-11-28 00:00:00,-1
1501,Drop in share of advisory assets in PMS funds during past 12 months,2022-11-28 00:00:00,-1
1502,Blocked 700 crypto accounts between April-Sep over irregularities: WazirX,2022-11-28 00:00:00,0
1503,"Dharmaj Crop IPO subscribed 1.8x on Day-1, QIB portion not fully covered",2022-11-28 00:00:00,1
1504,Settlement scheme to be extended for 150 brokers from December 19,2022-11-28 00:00:00,0
1505,"Budget wish list: Brokers body wants STT rebate, Rs 1 lakh STCG exemption",2022-11-28 00:00:00,0
1506,"Sensex can hit 80,000 by December 2023 in bull-case, says Morgan Stanley",2022-11-28 00:00:00,1
1507,"MSTC hits 20% upper circuit, counter logs volume of over 8% of total equity",2022-11-28 00:00:00,1
1508,"Tyre stocks on a roll; Apollo Tyres hits record high, Ceat 52-week high",2022-11-28 00:00:00,1
1509,"Reliance Industries surges 3%, trades at five-month high",2022-11-28 00:00:00,1
1510,"Raymond, Coal India: Over 60% of Nifty500 stocks trade above 200-DMA",2022-11-28 00:00:00,1
1511,IEX falls 2% as board approves Rs 98 crore share buyback via open market,2022-11-28 00:00:00,-1
1512,Paytm dips 4% intra-day as RBI asks arm not to onboard new online merchants,2022-11-28 00:00:00,-1
1513,Stock price of this PSU company has nearly doubled thus far in November,2022-11-28 00:00:00,1
1514,Hero MotoCorp to hike prices from December 1; stock gains nearly 4%,2022-11-28 00:00:00,1
1515,"Sensex ends at record closing, rises 211 pts; Nifty holds 18,550; RIL up 3%",2022-11-28 00:00:00,1
1516,"Stocks to Watch: Hero MotoCorp, Castrol, Tata Consumer, HFCL, Bikaji Foods",2022-11-28 00:00:00,1
1517,"India's sectoral valuations outstrip Asian counterparts, shows data",2022-11-28 00:00:00,1
1518,"Equity rerate unlikely before second half of 2023, says Credit Suisse",2022-11-28 00:00:00,-1
1519,"Street Signs: Buy the dip, microfinance sector seen turning a corner & more",2022-11-28 00:00:00,1
1520,"FPIs flock to Indian mkt; buy shares worth Rs 31,630 cr in Nov",2022-11-27 00:00:00,1
1521,"Macro data, global trends to guide equity markets this week: Analysts",2022-11-27 00:00:00,0
1522,TVS Supply Chain files addendum to DRHP as it turns profitable in H1,2022-11-25 00:00:00,1
1523,Investing it wisely: Mutual fund investors 'buying low & selling high',2022-11-25 00:00:00,0
1524,Sebi bars former MSEI MD&CEO for six months over multiple violations,2022-11-25 00:00:00,0
1525,"UTI AMC, Punjab National Bank shares jump on the stake sale plans",2022-11-25 00:00:00,1
1526,"Sebi issues rules for managing technical glitches, cyber security threats",2022-11-25 00:00:00,0
1527,"AMCs to be penalised for delay in dividend, redemption payments: Sebi",2022-11-25 00:00:00,0
1528,Nifty PSU Bank index m-cap crosses Rs 10 trillion in intra-day trade,2022-11-25 00:00:00,1
1529,Budget 2023: MFs seek LTCG exemption for longer-term equity investments,2022-11-25 00:00:00,-1
1530,"Sebi reduces timelines for redemption amount, dividend payout to 7 days",2022-11-25 00:00:00,0
1531,"Global shares mixed as investors eye China covid crisis, Japan inflation",2022-11-25 00:00:00,1
1532,GE Shipping hits new high on healthy outlook; zooms 126% thus far in 2022,2022-11-25 00:00:00,1
1533,"The Ashok hotel valued at Rs 7,409 crore; ITDC freezes in 20% upper circuit",2022-11-25 00:00:00,1
1534,Sebi releases uniform format for OTC trades in non-convertible securities,2022-11-25 00:00:00,0
1535,"From banks to IT, analysts bet on these sectors as markets hit record highs",2022-11-25 00:00:00,1
1536,Export quota hike may trigger up to 33% rally in these 3 sugar stocks,2022-11-25 00:00:00,1
1537,Stock of this medical equipment company has tanked 74% so far in 2022,2022-11-25 00:00:00,1
1538,Hariom Pipe hits all-time high as production kicks off for melting furnace,2022-11-25 00:00:00,1
1539,"Bikaji Foods m-cap crosses Rs 10,000 crore; stock 36% above issue price",2022-11-25 00:00:00,1
1540,PNB surges 8% to hit 21-month high on govt's nod to divest stake in UTI AMC,2022-11-25 00:00:00,1
1541,"L&T gains 3% in two days, hits record high on strong order prospects",2022-11-25 00:00:00,1
1542,"Sensex, Nifty end flat after listless trade; auto stocks rally, banks fall",2022-11-25 00:00:00,-1
1543,"Stocks to Watch: PNB, Tube Investments, Indian Oil, Laurus Labs, SBI, Lupin",2022-11-25 00:00:00,1
1544,Keystone Realtors shares climb over 3% in stock market debut trade,2022-11-24 00:00:00,1
1545,"Heavyweights do all the lifting in Nifty's record run, shows data",2022-11-24 00:00:00,1
1546,Near-term headwinds likely to keep staffing solution companies muted,2022-11-24 00:00:00,0
1547,"Strengthening debt market on Sebi's agenda, says Ananth Narayan",2022-11-24 00:00:00,0
1548,"Nifty, Sensex close at fresh lifetime highs after sharp late surge",2022-11-24 00:00:00,1
1549,"Issuers of municipal debt securities can issue green bonds, says Sebi",2022-11-24 00:00:00,0
1550,Fewer active investors even as benchmark indices hit record highs,2022-11-24 00:00:00,1
1551,"Sensex hits record high, Nifty at new 1-year high: Factors behind the rally",2022-11-24 00:00:00,1
1552,Indoco Remedies hits 8-month high on hopes of margin boost; stock surges 7%,2022-11-24 00:00:00,1
1553,Stock of this aerospace & defence company has zoomed 210% in 9 months,2022-11-24 00:00:00,1
1554,"After up to 44% rally, charts hint more upside in these mid, smallcap stks",2022-11-24 00:00:00,1
1555,Bank of India hits 17-month high on positive outlook; zooms 80% in 6 weeks,2022-11-24 00:00:00,1
1556,"Bikaji Foods hits new high, surges 10% for the second straight day",2022-11-24 00:00:00,1
1557,Fino Payments zooms 36% in 2 days as Capri Global buys 1.3 mn shares,2022-11-24 00:00:00,1
1558,"Keystone Realtors makes quiet debut, but analysts see long-term value",2022-11-24 00:00:00,1
1559,"Stocks to Watch:TCS, Keystone Realtors, Tata Power, Biocon, HG Infra, Adani",2022-11-24 00:00:00,1
1560,"F&O expiry: Sensex ends at record closing peak, up 762pts; Nifty near 18500",2022-11-24 00:00:00,1
1561,Order rebound could lead to uptick for road infrastructure players,2022-11-23 00:00:00,0
1562,Sebi bans fresh inflows into AIF schemes making 'priority distribution',2022-11-23 00:00:00,0
1563,"T+1 settlement of all F&O stocks pushed to Jan 2023, transition at one go",2022-11-23 00:00:00,0
1564,"Nifty to reach 20,500 by end-2023, implying 12% price return: Goldman Sachs",2022-11-23 00:00:00,1
1565,"RHI Magnesita extends rally, zooms 36% in one week; stock hits record high",2022-11-23 00:00:00,1
1566,Stock of this beaten down fintech company zoomed 20% today on heavy volumes,2022-11-23 00:00:00,1
1567,Adani Enterprises falls 3% as board to mull fund-raise on November 25,2022-11-23 00:00:00,-1
1568,Technical glitch on NDS-OM holds up trade in govt bonds for over one hour,2022-11-23 00:00:00,0
1569,HUDCO hits 52-week high on stable outlook; stock up 40% so far in November,2022-11-23 00:00:00,1
1570,"Fertilizer shares in focus: RCF, GNFC, GSFC, NFL, Chambal surge up to 12%",2022-11-23 00:00:00,1
1571,Nykaa dips 3% a day after CFO Arvind Agarwal quits; stock nears record low,2022-11-23 00:00:00,-1
1572,Inox Green Energy makes dismal debut; lists at 8% discount over issue price,2022-11-23 00:00:00,1
1573,"NTPC, Tata Motors: Analysts bet on renewable energy stocks for long-haul",2022-11-23 00:00:00,0
1574,"Sensex up 92 points, Nifty holds 18,250; Financials soar, Adani Ent dips 3%",2022-11-23 00:00:00,-1
1575,"Stocks to Watch: Nykaa, Vedanta, Adani Enterprises, Inox Green, Siemens",2022-11-23 00:00:00,1
1576,"Sebi penalises entity, directors for violating regulatory norms",2022-11-22 00:00:00,0
1577,"Indices end three-day losing streak as metal, IT stocks see big gains",2022-11-22 00:00:00,0
1578,Titan Case: Sebi levies Rs 2 lakh fine for violating insider trading norms,2022-11-22 00:00:00,0
1579,"BNP Paribas Arbitrage offloads 48,00,000 shares of Wipro worth Rs 186 cr",2022-11-22 00:00:00,-1
1580,Motilal Oswal AMC to accept fresh investments in international schemes,2022-11-22 00:00:00,1
1581,Sebi extends deadline for public comments on cloud framework paper,2022-11-22 00:00:00,0
1582,"Easing material costs to aid Pidilite margins, near-term pressures weigh",2022-11-22 00:00:00,1
1583,Withdrawal of start-up IPOs take wind out of sails of unlisted market,2022-11-22 00:00:00,0
1584,Paytm has lost over Rs 1 trillion in market cap since its issue,2022-11-22 00:00:00,-1
1585,Paytm stock crashes 11% to end at all-time low of Rs 477 a share,2022-11-22 00:00:00,-1
1586,Sebi extends one-time stock option settlement scheme by two months,2022-11-22 00:00:00,0
1587,Sebi extends deadline for settlement scheme on illiquid stock options cases,2022-11-22 00:00:00,0
1588,Hi-Tech Pipes surges 18% as board to mull fund raising on November 24,2022-11-22 00:00:00,1
1589,"PSU Bank index soars 73% from June lows; UCO, BOI, Canara zoom up to 102%",2022-11-22 00:00:00,1
1590,Nykaa shares decline 5% for second straight day on heavy volumes,2022-11-22 00:00:00,-1
1591,"LIC trims stake in large-caps: Check how Sun Pharma, Maruti look on charts",2022-11-22 00:00:00,-1
1592,Easy Trip Planners zooms 40% in two days; stock hits all-time high,2022-11-22 00:00:00,1
1593,"Paytm hits new all-time low, stock tanks 26% in two weeks",2022-11-22 00:00:00,-1
1594,"Kaynes Technology makes stellar debut, lists at 33% premium to issue price",2022-11-22 00:00:00,1
1595,Indian markets are likely to underperform peers in the short-run: Analysts,2022-11-22 00:00:00,-1
1596,JK Paper jumps 4% on acquiring majority stake in Horizon Packs and SPPL,2022-11-22 00:00:00,1
1597,"Stocks to Watch: Reliance, Nykaa, NDTV, Kaynes Technology, PFC, JK Paper",2022-11-22 00:00:00,1
1598,"Sensex snaps 3-day losing streak, rises 274 pts; Paytm slumps 11%, PSBs up",2022-11-22 00:00:00,-1
1599,"Bear market to continue into 2023, say Goldman Sachs strategists",2022-11-21 00:00:00,0
1600,Carlyle Group sells Rs 607 crore shares in logistics firm Delhivery,2022-11-21 00:00:00,-1
1601,"Changing sentiment: Fed policy, China Covid curbs cloud market optimism",2022-11-21 00:00:00,0
1602,"Delhivery cedes more ground, hits new low despite Q2 loss shrinking",2022-11-21 00:00:00,-1
1603,Lack of broader market participation casts shadow on month-long rally,2022-11-21 00:00:00,1
1604,Five-Star Business up 3.4% on debut as Rs 684 cr worth of shares are traded,2022-11-21 00:00:00,1
1605,"Archean Chemical gains 12% on debut, shares worth Rs 1,014 cr traded",2022-11-21 00:00:00,1
1606,RHI Magnesita soars 14% post acquisition of Dalmia's Indian refractory biz,2022-11-21 00:00:00,1
1607,"Deepak Fertilisers, Aarti Ind soar up to 8% on plans to ink Rs8,000 cr deal",2022-11-21 00:00:00,1
1608,Kabra Extrusion soars 17% as Battrixx inks pact with Hero Electric,2022-11-21 00:00:00,1
1609,"SBI Card, Bandhan Bk: 5 stocks can drop up to 13% if mkt sell-off deepens",2022-11-21 00:00:00,-1
1610,Escorts Kubota rallies 6%; nears record high on strong growth outlook,2022-11-21 00:00:00,1
1611,"Steel stocks firm after export duty removal: GPIL, SAIL climb up to 19%",2022-11-21 00:00:00,1
1612,Roll-back of export duty on steel has no near-term earnings upside: Experts,2022-11-21 00:00:00,1
1613,"Five Star Business Finance makes a weak debut, lists at 5% discount on BSE",2022-11-21 00:00:00,0
1614,"Archean Chemical lists at 11% premium to issue price, extends gain",2022-11-21 00:00:00,1
1615,"Easy Trip Planners surges 20% as stock turns ex-date for split, bonus issue",2022-11-21 00:00:00,1
1616,"Top headlines: CDSL malware attack, removal of penal offences from GST law",2022-11-21 00:00:00,-1
1617,"Stocks to Watch: Tata Motors, PB Fintech, Zomato, Archean Chemical, Metals",2022-11-21 00:00:00,1
1618,"Sensex drops 519pts, Nifty below 18,200; Easy Trip up 20%, Archean Chem 12%",2022-11-21 00:00:00,-1
1619,Sebi to auction properties of Saradha Group of Companies on Dec 16,2022-11-17 00:00:00,0
1620,NSE likely to introduce trading of electronic gold receipts: Sebi official,2022-11-17 00:00:00,0
1621,"Sebi notifies rules on dividend, redemption proceeds to MF unitholders",2022-11-17 00:00:00,0
1622,"Kirloskar group shares hit 52-wk highs; KOEL, KPCL up over 50% in 6 months",2022-11-17 00:00:00,-1
1623,Share price of this cigarette company has nearly doubled in 10 months,2022-11-17 00:00:00,1
1624,Tata Motors dips 3% as Jaguar Land Rover CEO Thierry Bollore resigns,2022-11-17 00:00:00,-1
1625,Paytm can slip below Rs 400 if Bears tighten grip; Delhivery may hit Rs 300,2022-11-17 00:00:00,-1
1626,Timken India soars 10% on plans to set up Gujarat manufacturing facility,2022-11-17 00:00:00,1
1627,R Systems zooms 20% on Blackstone's open offer to acquire majority stake,2022-11-17 00:00:00,1
1628,"L&T Infotech, Mindtree extend fall ahead of merger, down up to 7% in 3 days",2022-11-17 00:00:00,-1
1629,"Time to raise high-beta bets as markets eye new highs, say Analysts",2022-11-17 00:00:00,1
1630,Paytm slips 10% after nearly 6% equity changes hands on NSE via block deal,2022-11-17 00:00:00,-1
1631,"Pvt banks, IT drag Sensex 230pts down, Nifty below 18,350; Paytm tanks 10%",2022-11-17 00:00:00,-1
1632,"Stocks to watch: Bajaj Auto, RIL, Paytm, Aurobindo Pharma, NMDC, Page Inds",2022-11-17 00:00:00,1
1633,"Debutants put up a good show; Medanta soars 24%, Bikaji Foods up 6%",2022-11-16 00:00:00,1
1634,Market regulator Sebi proposing to revamp the share buyback process,2022-11-16 00:00:00,0
1635,"RIL, Tata firms top LIC's equity portfolio as insurer's valuation rises",2022-11-16 00:00:00,1
1636,Rating agencies raise red flag: QIP monitoring may hit disclosure wall,2022-11-16 00:00:00,-1
1637,FPIs investment in Indian equities rises 8% to $566 bn in Sept quarter,2022-11-16 00:00:00,1
1638,"Keystone Realtors' IPO gets tepid response, oversubscribed 2x",2022-11-16 00:00:00,1
1639,Amisha Vora increases stake four fold to 96% in Prabhudas Lilladher,2022-11-16 00:00:00,1
1640,"NSE alerts investors against assured return schemes offered by Nag, Debnath",2022-11-16 00:00:00,0
1641,Sebi plans to put in place cyber security framework for stock brokers,2022-11-16 00:00:00,0
1642,HAL gets LoI for 9 helicopters from Indian Coast Guard; stock rallies 7%,2022-11-16 00:00:00,1
1643,"Kirloskar Oil Engines soars 11%, hits over 4-year high on strong Q2 results",2022-11-16 00:00:00,1
1644,"RVNL, Rites, IRCTC: Rail-related stocks on fast track, can rally up to 16%",2022-11-16 00:00:00,1
1645,Stock of this shipping company has zoomed nearly 250% in last four months,2022-11-16 00:00:00,1
1646,Sugar stocks in focus; Balrampur Chini gains 3% as share buyback commences,2022-11-16 00:00:00,1
1647,Medanta-owner Global Health trades firm after debuting at 19% premium,2022-11-16 00:00:00,1
1648,"Analysts see pressure on RIL, OMC's profitability amid firm oil prices",2022-11-16 00:00:00,-1
1649,Bikaji Foods makes steady debut; stock lists 8% higher to issue price,2022-11-16 00:00:00,1
1650,Nykaa extends fall on listing of bonus shares; stock slips 17% in two days,2022-11-16 00:00:00,-1
1651,F&O Strategy: Nandish Shah recommends Bull Call Spread on Glenmark Pharma,2022-11-16 00:00:00,1
1652,"Sensex ends choppy day 108 pts up; Adani group stocks tumble, defence rally",2022-11-16 00:00:00,-1
1653,"Stocks to Watch: Bikaji Foods, Medanta, Paytm, NDTV, HDFC, SBI, Tata Motors",2022-11-16 00:00:00,1
1654,"Fusion Micro Fin makes dull debut, Inox Green IPO subscribed 1.55x & more",2022-11-15 00:00:00,0
1655,Sensex rises 248 points to close at lifetime high; Nifty nears its peak,2022-11-15 00:00:00,1
1656,"IIFL Wealth rebrands as 360 ONE, to rename its MF, PMS and AIF schemes too",2022-11-15 00:00:00,0
1657,Sebi's tougher disclosure regime may be a challenge for India Inc,2022-11-15 00:00:00,0
1658,This non banking finance company's stock has zoomed over 100% in 5 months,2022-11-15 00:00:00,1
1659,India considers plan to reduce short-term borrowing as yields surge,2022-11-15 00:00:00,1
1660,Globus Spirits slumps 13% on weak Q2 results; stock tanks 59% in 10 months,2022-11-15 00:00:00,-1
1661,Apollo Tyres surges 6% post Sept quarter result; stock nears record high,2022-11-15 00:00:00,1
1662,"NDTV can hit Rs 450-level; Sun TV, DB Corp on slippery ground, charts show",2022-11-15 00:00:00,-1
1663,Rail Vikas Nigam zooms 62% in 16 trading sessions on strong order inflows,2022-11-15 00:00:00,1
1664,Fusion MicroFinance debuts on a weak note; sheds 9% against issue price,2022-11-15 00:00:00,1
1665,"ONGC up 3%, hits 4-month high post Q2 nos; board okays 35% interim dividend",2022-11-15 00:00:00,1
