,Text,Date,Sentiment,Tok_text
750,"Delivery percentage improved in 2022 amid new margin norms, shows data",2023-01-09 00:00:00,0,delivery percentage improved amid new margin norms shows data
751,Near-term worry to be acid test for speciality chemical companies,2023-01-09 00:00:00,0,near term worry acid test speciality chemical companies
752,"FPIs warm up to finance and FMCG stocks in December, shows data",2023-01-09 00:00:00,1,fpis warm finance fmcg stocks december shows data
753,"Street signs: Electronics Mart shares, all eyes on earnings, and more",2023-01-09 00:00:00,0,street signs electronics mart shares eyes earnings 
754,Results preview: Non-financial companies stare at tepid Q3 earnings,2023-01-08 00:00:00,1,results preview non financial companies stare tepid earnings
755,"FPIs begin 2023 in sell-off mode; pull out nearly Rs 5,900 crore",2023-01-08 00:00:00,1,fpis begin sell mode pull nearly rs crore
756,Year of Bond starts with a $150 bin sales spree; may spill over this week,2023-01-08 00:00:00,0,year bond starts bin sales spree spill week
757,"Q3 earnings from IT majors, macro data to drive markets this week: Analysts",2023-01-08 00:00:00,1,q earnings majors macro data drive markets week analysts
758,"8 of top 10 firms lose Rs 1 trn in mcap; Infosys, HDFC Bank, TCS top losers",2023-01-08 00:00:00,-1, firms lose rs trn mcap infosys hdfc bank tcs losers
759,"FPIs sold for 11 consecutive days; cumulative selling at Rs 14,300 crore",2023-01-07 00:00:00,1,fpis sold consecutive days cumulative selling rs crore
760,TCS Q3 preview: Margins to expand sequentially; Revenue may grow 16-18% YoY,2023-01-07 00:00:00,1,tcs preview margins expand sequentially revenue grow yoy
761,Gold declines Rs 153 amid fall in precious metal prices globally,2023-01-06 00:00:00,-1,gold declines rs amid fall precious metal prices globally
762,"Markets decline on heavy FPI selling; Sensex slips below 60,000",2023-01-06 00:00:00,-1,markets decline heavy fpi selling sensex slips 
763,BSE signs MoU with Goa govt to promote development of SMEs,2023-01-06 00:00:00,1,bse signs mou goa govt promote development smes
764,Sebi permits AMCs to provide advisory services to all FPIs at IFSC,2023-01-06 00:00:00,1,sebi permits amcs provide advisory services fpis ifsc
765,Sebi proposes standard approach for valuation of AIF investments,2023-01-06 00:00:00,0,sebi proposes standard approach valuation aif investments
766,Investors stay put in overseas funds despite deep corrections in markets,2023-01-06 00:00:00,0,investors stay overseas funds despite deep corrections markets
767,Margin gains ahead for Godrej Consumer Products on strong sales,2023-01-06 00:00:00,1,margin gains ahead godrej consumer products strong sales
768,Results preview: FMCG firms confident of strong Q3 revenue growth,2023-01-06 00:00:00,1,results preview fmcg firms confident strong revenue growth
769,"Oil firms making Rs 10 a litre profit on petrol, Rs 6.5 loss on diesel",2023-01-06 00:00:00,0,oil firms making rs litre profit petrol rs loss diesel
770,Q3 results preview: Strong tender activity to aid capital goods firms,2023-01-06 00:00:00,1,q results preview strong tender activity aid capital goods firms
771,Indian shares drop 1% on earnings as US data indicates rise in Fed rate,2023-01-06 00:00:00,-1,indian shares drop earnings data indicates rise fed rate
772,Sigachi Industries zooms 19% as board plans to mull fund raising plan,2023-01-06 00:00:00,1,sigachi industries zooms board plans mull fund raising plan
773,Dabur India falls 4% after Q3 update hints high inflation to dent margins,2023-01-06 00:00:00,-1,dabur india falls update hints high inflation dent margins
774,Landmark Cars hits new high after weak debut; surges 17% in two days,2023-01-06 00:00:00,1,landmark cars hits new high weak debut surges days
775,Stock of this SME company has zoomed 70% in 10 days after a stellar debut,2023-01-06 00:00:00,1,stock sme company zoomed days stellar debut
776,Bajaj twins need to sustain these key levels to prevent extended selloff,2023-01-06 00:00:00,0,bajaj twins need sustain key levels prevent extended selloff
777,Speciality Restaurants soars 20% in 2 days; hits record high in weak market,2023-01-06 00:00:00,1,speciality restaurants soars days hits record high weak market
778,Rama Steel freezes at 10% upper limit as stock turns ex-date for 4:1 bonus,2023-01-06 00:00:00,1,rama steel freezes upper limit stock turns ex date bonus
779,IDBI Bank up 5% on Sebi nod to reclassify govt post sale-stake as 'public',2023-01-06 00:00:00,1,idbi bank sebi nod reclassify govt post sale stake public 
780,"Financial, IT shares drag Sensex 453 pts, ends below 60K; Nifty near 17,850",2023-01-06 00:00:00,0,financial shares drag sensex pts ends nifty near 
781,"Stocks to Watch: RIL, Ambuja Cements, IDBI Bank, Voda Idea, VLS Finance",2023-01-06 00:00:00,1,stocks watch ril ambuja cements idbi bank voda idea vls finance
782,Time till Jan-end for entering details of non-convertible securities: Sebi,2023-01-05 00:00:00,0,time till jan end entering details non convertible securities sebi
783,Stocks skid for second day as hawkish Fed weighs; Bajaj Finance falls,2023-01-05 00:00:00,-1,stocks skid second day hawkish fed weighs bajaj finance falls
784,Indian markets looking better in 2023: Franklin Templeton's Radhakrishnan,2023-01-05 00:00:00,0,indian markets looking better franklin templeton radhakrishnan
785,Profit-booking takes some sheen off gold; commodity hits all-time high,2023-01-05 00:00:00,0,profit booking takes sheen gold commodity hits time high
786,Higher sales growth for Marico contingent on rural demand recovery,2023-01-05 00:00:00,1,higher sales growth marico contingent rural demand recovery
787,Sebi extends relaxation on dispatching hard copies of financial statements,2023-01-05 00:00:00,0,sebi extends relaxation dispatching hard copies financial statements
788,Sebi nod to reclassify govt holding in IDBI Bank as 'public' after sale,2023-01-05 00:00:00,0,sebi nod reclassify govt holding idbi bank public sale
789,Sebi issues debt broker license to Zerodha-backed GoldenPi Technologies,2023-01-05 00:00:00,0,sebi issues debt broker license zerodha backed goldenpi technologies
790,"Sundararaman Ramamurthy takes charge as managing director, CEO of BSE",2023-01-05 00:00:00,0,sundararaman ramamurthy takes charge managing director ceo bse
791,"Here's why Sensex crashed over 1,200 points in two days",2023-01-05 00:00:00,0,sensex crashed points days
792,Stock price of this SME company has zoomed 311% against its issue price,2023-01-05 00:00:00,1,stock price sme company zoomed issue price
793,Apar Industries hits new high; zooms 98% in 6 months on positive outlook,2023-01-05 00:00:00,1,apar industries hits new high zooms months positive outlook
794,IRB Infra dips 4% on profit-booking; board approves 1:10 stock split,2023-01-05 00:00:00,-1,irb infra dips profit booking board approves stock split
795,"Tyre stocks in demand; TVS, JK Tyre, Apollo, Balkrishna, MRF rally up to 7%",2023-01-05 00:00:00,1,tyre stocks demand tvs jk tyre apollo balkrishna mrf rally 
796,"SC relief fails to cheer multiplex stocks; PVR, Inox trend may turn bearish",2023-01-05 00:00:00,-1,sc relief fails cheer multiplex stocks pvr inox trend turn bearish
797,BF Investment hits 10% lower circuit as board defers delisting proposal,2023-01-05 00:00:00,-1,bf investment hits lower circuit board defers delisting proposal
798,Mahindra Finance gains 3% as RBI lifts ban on outsourcing loan recovery,2023-01-05 00:00:00,1,mahindra finance gains rbi lifts ban outsourcing loan recovery
799,"Bosch, Uno Minda: Analysts bet on airbag makers on govt push for car safety",2023-01-05 00:00:00,0,bosch uno minda analysts bet airbag makers govt push car safety
800,"Day after lower AUM number, Bajaj Finance shares tumble 8%",2023-01-05 00:00:00,-1,day lower aum number bajaj finance shares tumble 
801,"Sensex ends 304 pts lower at 60,353, Nifty below 18K; Bajaj Finance down 7%",2023-01-05 00:00:00,-1,sensex ends pts lower nifty bajaj finance 
802,"Stocks to Watch: Bajaj Finance, Marico, M&M Fin, IRB Infra, Adani Ports",2023-01-05 00:00:00,1,stocks watch bajaj finance marico m fin irb infra adani ports
803,Radiant Cash Mangement's shares end debut session at an 11.4 % premium,2023-01-04 00:00:00,1,radiant cash mangement shares end debut session premium
804,Asian stocks in 2022 suffer biggest foreign outflows since 2008 crisis,2023-01-04 00:00:00,1,asian stocks suffer biggest foreign outflows crisis
805,"Regulating global index providers may put MFs in a spot, fear experts",2023-01-04 00:00:00,-1,regulating global index providers mfs spot fear experts
806,FPI selling and decline in heavyweights pull Sensex 637 points down,2023-01-04 00:00:00,-1,fpi selling decline heavyweights pull sensex points 
807,MF growth slows down in 2022 after sprinting three years on the trot,2023-01-04 00:00:00,-1,mf growth slows sprinting years trot
808,"Sensex sinks 637pts, gives up 61K, Nifty near 18K; Realty, Metals top drags",2023-01-04 00:00:00,-1,sensex sinks pts gives nifty near realty metals drags
809,IndusInd Bank slips 5% in a weak market despite strong Q3 update,2023-01-04 00:00:00,-1,indusind bank slips weak market despite strong update
810,"TVS Electronics up 18% on heavy volumes, hits 52-week high in weak market",2023-01-04 00:00:00,1,tvs electronics heavy volumes hits week high weak market
811,Stock of this private defense company has zoomed 170% in 6 months,2023-01-04 00:00:00,1,stock private defense company zoomed months
812,Indian shares open lower ahead of Fed minutes release; metals slide,2023-01-04 00:00:00,-1,indian shares open lower ahead fed minutes release metals slide
813,Orient Cement up 21% in 2 days; firm clarifies on Adani stake purchase buzz,2023-01-04 00:00:00,1,orient cement days firm clarifies adani stake purchase buzz
814,"Radiant Cash makes a decent debut, lists at 10% premium to its issue price",2023-01-04 00:00:00,1,radiant cash makes decent debut lists premium issue price
815,"Equitas SFB hits 52-week high, up 7% as RBI approves SBI MF stake buy plan",2023-01-04 00:00:00,1,equitas sfb hits week high rbi approves sbi mf stake buy plan
816,"Stocks to Watch: HDFC, IndusInd Bank, PVR, Orient Cement, RIL, IT, FMCG",2023-01-04 00:00:00,1,stocks watch hdfc indusind bank pvr orient cement ril fmcg
817,NSE gets in-principle nod for Social Stock Exchange as separate entity,2022-12-22 00:00:00,0,nse gets principle nod social stock exchange separate entity
818,Lupin set to gain market share in US flu season; shares up 6% in 2 sessions,2022-12-22 00:00:00,1,lupin set gain market share flu season shares sessions
819,Sebi penalises 2 people for insider trading in Deepak Fertilizers shares,2022-12-22 00:00:00,0,sebi penalises people insider trading deepak fertilizers shares
820,Markets are cyclical; we only romanticise the good part: Shankar Sharma,2022-12-22 00:00:00,0,markets cyclical romanticise good shankar sharma
821,DCX Systems tanks 32% from listing day high; stock nears issue price,2022-12-22 00:00:00,1,dcx systems tanks listing day high stock nears issue price
822,"Jyothy Labs rallies 9%, hits 4-year high in weak market",2022-12-22 00:00:00,1,jyothy labs rallies hits year high weak market
823,"Indian stocks top Asian markets, strong economic growth fuels hope",2022-12-22 00:00:00,1,indian stocks asian markets strong economic growth fuels hope
824,"This SME company stock has zoomed 519% in 3 months; declares bonus, split",2022-12-22 00:00:00,1,sme company stock zoomed months declares bonus split
825,"Fall in RM costs, higher urea subsidy may buoy fertiliser stocks: Analysts",2022-12-22 00:00:00,1,fall rm costs higher urea subsidy buoy fertiliser stocks analysts
826,Thyrocare surges 26% in two days amid fresh Covid-19 scare,2022-12-22 00:00:00,1,thyrocare surges days amid fresh covid scare
827,Sula Vineyards makes tepid debut; lists at 1% premium to issue price,2022-12-22 00:00:00,1,sula vineyards makes tepid debut lists premium issue price
828,"Triveni Turbine, Triveni Engg trade ex-date for buyback; shares dip 6%",2022-12-22 00:00:00,-1,triveni turbine triveni engg trade ex date buyback shares dip 
829,Shankar Sharma at BFSI Summit: Budget 2023 shouldn't tinker with LTCG tax,2022-12-22 00:00:00,0,shankar sharma bfsi summit budget shouldn tinker ltcg tax
830,"Stocks to Watch: Sula Vineyards, RIL, Spandana, Speciality Restaurants",2022-12-22 00:00:00,1,stocks watch sula vineyards ril spandana speciality restaurants
831,Global stock markets advance but face highest monthly losses since 2008,2022-12-22 00:00:00,-1,global stock markets advance face highest monthly losses 
832,Valuation gap with peers is expected to narrow for Axis Bank,2022-12-21 00:00:00,0,valuation gap peers expected narrow axis bank
833,Sebi slaps Rs 10 lakh fine on Reliance Commercial Finance for defying norms,2022-12-21 00:00:00,-1,sebi slaps rs lakh fine reliance commercial finance defying norms
834,Foreign investors buy Indian equities in Dec first half even as stocks slip,2022-12-21 00:00:00,1,foreign investors buy indian equities dec half stocks slip
835,FPIs pull out a record Rs 1.22 trn from Indian market so far this year,2022-12-21 00:00:00,1,fpis pull record rs trn indian market far year
836,"Covid fears, profit booking pulls indices; Sensex down 635 points",2022-12-21 00:00:00,-1,covid fears profit booking pulls indices sensex points
837,Markets wilt for second day as fresh Covid worries spook investors,2022-12-21 00:00:00,-1,markets wilt second day fresh covid worries spook investors
838,Sebi bans 3 former executives of firm linked to Chandamama comics publisher,2022-12-21 00:00:00,0,sebi bans executives firm linked chandamama comics publisher
839,"Maruti Suzuki slips 3%, hits over 5-month low",2022-12-21 00:00:00,-1,maruti suzuki slips hits month low
840,Ease in margins seen from Q4 for dairy cos; stay stock selective: Analysts,2022-12-21 00:00:00,0,ease margins seen dairy cos stay stock selective analysts
841,Finolex Industries hits over 10-month high; surges 8% on heavy volumes,2022-12-21 00:00:00,1,finolex industries hits month high surges heavy volumes
842,"Paper stocks log historic gains in 2022, will the trend continue in 2023?",2022-12-21 00:00:00,1,paper stocks log historic gains trend continue 
843,"Healthcare stocks rally up to 8% as Covid cases spurt in China, Japan",2022-12-21 00:00:00,1,healthcare stocks rally covid cases spurt china japan
844,Shyam Metalics up 9%; forays into stainless steel biz with Mittal Corp buy,2022-12-21 00:00:00,1,shyam metalics forays stainless steel biz mittal corp buy
845,JK Paper hits record high; stock rallies 10% in four days on stable outlook,2022-12-21 00:00:00,1,jk paper hits record high stock rallies days stable outlook
846,Sebi suspends trading of agri commodity derivatives for 1 more year,2022-12-21 00:00:00,0,sebi suspends trading agri commodity derivatives year
847,City Union Bank tumbles 9% as RBI finds divergence of additional gross NPA,2022-12-21 00:00:00,-1,city union bank tumbles rbi finds divergence additional gross npa
848,"Covid-19, growth concerns push Sensex 635 pts down, Nifty below 18,200",2022-12-21 00:00:00,-1,covid growth concerns push sensex pts nifty 
849,"Stocks to Watch: IRFC, Airtel, Jubilant Food, Delhivery, CBI, KP Energy",2022-12-21 00:00:00,0,stocks watch irfc airtel jubilant food delhivery cbi kp energy
850,Equity benchmarks recoup most of intraday losses amid fag-end buying,2022-12-20 00:00:00,-1,equity benchmarks recoup intraday losses amid fag end buying
851,"Sebi to tighten norms for stock exchanges, other market infra institutions",2022-12-20 00:00:00,0,sebi tighten norms stock exchanges market infra institutions
852,Sebi to issue consultation paper for secondary market ASBA by March,2022-12-20 00:00:00,0,sebi issue consultation paper secondary market asba march
853,Sebi board approves phasing out shares buyback through stock exchanges,2022-12-20 00:00:00,0,sebi board approves phasing shares buyback stock exchanges
854,Sebi opens doors for MF investment platforms to charge transaction fee,2022-12-20 00:00:00,0,sebi opens doors mf investment platforms charge transaction fee
855,NFO collections shrink in 2022 as new equity fund launches dry up,2022-12-20 00:00:00,-1,nfo collections shrink new equity fund launches dry 
856,2023 likely to be a flattish year for Indian equities: Kotak Securities,2022-12-20 00:00:00,0, likely flattish year indian equities kotak securities
857,Sebi to gradually phase out share buyback through stock exchange route,2022-12-20 00:00:00,0,sebi gradually phase share buyback stock exchange route
858,Indian shares trim losses on IT recovery; recession fears linger,2022-12-20 00:00:00,-1,indian shares trim losses recovery recession fears linger
859,PSP Projects soars 9% to hit record high on strong revenue visibility,2022-12-20 00:00:00,1,psp projects soars hit record high strong revenue visibility
860,Shipping Corporation hits 52-week high; up 17% in 2 days on demerger update,2022-12-20 00:00:00,1,shipping corporation hits week high days demerger update
861,IRB Infra gains 3% as board plans to mull stock split proposal on January 4,2022-12-20 00:00:00,1,irb infra gains board plans mull stock split proposal january 
862,LIC hits over 6-month high; stock gains 10% in two days,2022-12-20 00:00:00,1,lic hits month high stock gains days
863,"Jefferies rejigs India model portfolio; Zomato, Bharti Airtel off menu",2022-12-20 00:00:00,0,jefferies rejigs india model portfolio zomato bharti airtel menu
864,Dabur India dips 3% as 1% equity change hands via block deals,2022-12-20 00:00:00,-1,dabur india dips equity change hands block deals
865,"Sensex bounces 599 pts from lows, ends 104 pts down; Nifty tops 18,350",2022-12-20 00:00:00,0,sensex bounces pts lows ends pts nifty tops 
866,"Stocks to Watch: Hinduja Global, Just Dial, IRB Infra, SWRE, Ramco Systems",2022-12-20 00:00:00,1,stocks watch hinduja global dial irb infra swre ramco systems
867,Manufacturing sector companies outperform on the bourses in 2022,2022-12-20 00:00:00,1,manufacturing sector companies outperform bourses 
868,"Benchmark indices rise nearly 1% on heavy buying in oil, FMCG stocks",2022-12-19 00:00:00,1,benchmark indices rise nearly heavy buying oil fmcg stocks
869,Markets regulator Sebi clarifies on new ISIN allocation by depositories,2022-12-19 00:00:00,0,markets regulator sebi clarifies new isin allocation depositories
870,Sebi proposes major changes in investor grievance redressal mechanism,2022-12-19 00:00:00,1,sebi proposes major changes investor grievance redressal mechanism
871,Sebi moots measures to strengthen investor grievance redress mechanism,2022-12-19 00:00:00,0,sebi moots measures strengthen investor grievance redress mechanism
872,Rs 1 trn m-cap club hits half-century in 2022 despite muted gains in Sensex,2022-12-19 00:00:00,0,rs trn cap club hits half century despite muted gains sensex
873,"Ongoing divestment, healthy order inflows positive for Larsen & Toubro",2022-12-19 00:00:00,1,ongoing divestment healthy order inflows positive larsen toubro
874,Not part of any negotiations': UTI AMC on Tata acquisition reports,2022-12-19 00:00:00,1,negotiations uti amc tata acquisition reports
875,"Maha govt okays Lloyds Metals' Rs 20,000-cr project; stock up 26% in 4 days",2022-12-19 00:00:00,1,maha govt okays lloyds metals rs cr project stock days
876,Accenture's retained FY23 guidance hints slowdown for IT firms: Analysts,2022-12-19 00:00:00,-1,accenture retained fy guidance hints slowdown firms analysts
877,"UTI AMC soars 15% on heavy volumes, trades at 4-mth high on Tata deal buzz",2022-12-19 00:00:00,1,uti amc soars heavy volumes trades mth high tata deal buzz
878,Nykaa hits new all-time low amid slew of block deals in past one month,2022-12-19 00:00:00,-1,nykaa hits new time low amid slew block deals past month
879,"Rs 1,500-cr Kfin Technologies IPO opens for subscription: Should you bet?",2022-12-19 00:00:00,0,rs cr kfin technologies ipo opens subscription bet 
880,"UTI, HDFC AMC top bets among asset managers; charts hint up to 17% rally",2022-12-19 00:00:00,1,uti hdfc amc bets asset managers charts hint rally
881,Share buyback and revamp of disclosure norms on Sebi board's agenda,2022-12-19 00:00:00,1,share buyback revamp disclosure norms sebi board agenda
882,"Speciality Restaurants surges 14%, nears 52-week high on fund raising plan",2022-12-19 00:00:00,1,speciality restaurants surges nears week high fund raising plan
883,"GIC Re, New India Assurance extend rally; surge up to 40% in one month",2022-12-19 00:00:00,1,gic new india assurance extend rally surge month
884,"Sugar stocks on roll; Dalmia, Dhampur, Rajshree, Sakthi zoom up to 20%",2022-12-19 00:00:00,1,sugar stocks roll dalmia dhampur rajshree sakthi zoom 
885,"Fag-end buying lifts Sensex 468 pts, Nifty above 18,400; auto, FMCG rise",2022-12-19 00:00:00,1,fag end buying lifts sensex pts nifty auto fmcg rise
886,"Stocks to Watch: Tata Power, M&M, Tata Motors, Ashoka Buildcon, Spandana",2022-12-19 00:00:00,1,stocks watch tata power m tata motors ashoka buildcon spandana
887,"Will US Fed's hawkish pivot push Sensex to 58,000?",2022-12-19 00:00:00,0,fed hawkish pivot push sensex 
888,"Sell-downs, IPOs dominate private equity exits in November, shows data",2022-12-19 00:00:00,0,sell downs ipos dominate private equity exits november shows data
889,Mutual funds pivot to IPOs in November amid record number of deals,2022-12-19 00:00:00,0,mutual funds pivot ipos november amid record number deals
890,"Street signs: Mean revision in TaMo DVR, GMPs for Elin & KFin, and more",2022-12-19 00:00:00,0,street signs mean revision tamo dvr gmps elin kfin 
891,No mountain too high: A steady ascent likely to sustain for Nifty,2022-12-19 00:00:00,0,mountain high steady ascent likely sustain nifty
892,"Foreign investors infuse Rs 10,555 crore in equities in December so far",2022-12-19 00:00:00,0,foreign investors infuse rs crore equities december far
893,Sebi enhances vigil on MCX technology transition; High Court issues notices,2022-12-18 00:00:00,0,sebi enhances vigil mcx technology transition high court issues notices
894,Global markets remain at make-or-break stage after US Fed's rate hike,2022-12-18 00:00:00,1,global markets remain break stage fed rate hike
895,Mcap of 9 of top 10 most-valued cos erode by Rs 1.22 trn; RIL top loser,2022-12-18 00:00:00,-1,mcap valued cos erode rs trn ril loser
896,"No big trigger at home, markets to track global trends this week: Analysts",2022-12-18 00:00:00,0,big trigger home markets track global trends week analysts
897,"GMM Pfaudler promoter sells 17.3% stake for Rs 1,324 cr through open market",2022-12-16 00:00:00,0,gmm pfaudler promoter sells stake rs cr open market
898,Sebi issues performance benchmarking guidelines for portfolio managers,2022-12-16 00:00:00,0,sebi issues performance benchmarking guidelines portfolio managers
899,Sebi issues guidelines for winding down of clearing corporations,2022-12-16 00:00:00,0,sebi issues guidelines winding clearing corporations
900,Sebi issues performance benchmarking guidelines for PMS industry,2022-12-16 00:00:00,0,sebi issues performance benchmarking guidelines pms industry
901,JSW Energy (Barmer) Limited issues bonus shares worth Rs 995 crore,2022-12-16 00:00:00,1,jsw energy barmer limited issues bonus shares worth rs crore
902,"Markets extend losses amid recession fears, indices dip second week on trot",2022-12-16 00:00:00,-1,markets extend losses amid recession fears indices dip second week trot
903,DMRC Board approves raising of equity share capital by way of rights issue,2022-12-16 00:00:00,1,dmrc board approves raising equity share capital way rights issue
904,Mirae Asset Mutual Fund aims to launch precious ETF by Q1 next year,2022-12-16 00:00:00,1,mirae asset mutual fund aims launch precious etf year
905,GMM shares crash 15% as promoter Pfaudler Inc hits sell button,2022-12-16 00:00:00,-1,gmm shares crash promoter pfaudler inc hits sell button
906,IRCTC down 9% in 2 days amid OFS by govt; stock slips below floor price,2022-12-16 00:00:00,-1,irctc days amid ofs govt stock slips floor price
907,"Mahindra CIE surges 16% in two days, hits 52-week high in weak market",2022-12-16 00:00:00,1,mahindra cie surges days hits week high weak market
908,"ONGC, Oil India hits over 5-month high after govt slashes windfall tax",2022-12-16 00:00:00,1,ongc oil india hits month high govt slashes windfall tax
909,"Sensex can drop to 58,000, Nifty 17,700 if these supports are violated",2022-12-16 00:00:00,-1,sensex drop nifty supports violated
910,"ITC stock hits 2-month low amid market weakness, slips 4% in two days",2022-12-16 00:00:00,-1,itc stock hits month low amid market weakness slips days
911,Sugar stocks sweeten in weak market on hopes of higher export limit,2022-12-16 00:00:00,-1,sugar stocks sweeten weak market hopes higher export limit
912,GMM Pfaudler plunges 18% after over 11 mn shares change hands in block deal,2022-12-16 00:00:00,-1,gmm pfaudler plunges mn shares change hands block deal
913,"Sensex tanks 461 pts, Nifty below 18,300 amid global rout; all sectors fall",2022-12-16 00:00:00,-1,sensex tanks pts nifty amid global rout sectors fall
914,"Indegene files draft papers with Sebi; eyes Rs 3,200 crore via IPO",2022-12-15 00:00:00,0,indegene files draft papers sebi eyes rs crore ipo
915,"Abans Holdings, Landmark Cars IPOs get lukewarm response from investors",2022-12-15 00:00:00,-1,abans holdings landmark cars ipos lukewarm response investors
916,"IRCTC offer for sale oversubscribed, but stock declines more than 6%",2022-12-15 00:00:00,-1,irctc offer sale oversubscribed stock declines 
917,"Govt's share sale in IRCTC over-subscribed, investors bid for Rs 3,800 cr",2022-12-15 00:00:00,1,govt share sale irctc subscribed investors bid rs cr
918,Markets tumble as Federal Reserve retains hawkish tone; Sensex drops 1.4%,2022-12-15 00:00:00,-1,markets tumble federal reserve retains hawkish tone sensex drops 
919,Sensex tumbles nearly 900 points: Top factors behind Thursday's market fall,2022-12-15 00:00:00,-1,sensex tumbles nearly points factors thursday market fall
920,"Tariff order, consolidation to support rally in broadcasting stks: Analysts",2022-12-15 00:00:00,0,tariff order consolidation support rally broadcasting stks analysts
921,"Trading strategies in IRCTC, other rail-related stocks amid stake sale buzz",2022-12-15 00:00:00,0,trading strategies irctc rail related stocks amid stake sale buzz
922,Indian shares set to fall on hawkish US Fed despite slower rate hike,2022-12-15 00:00:00,-1,indian shares set fall hawkish fed despite slower rate hike
923,IRCTC dips 5% after government sets OFS floor price at steep discount,2022-12-15 00:00:00,-1,irctc dips government sets ofs floor price steep discount
924,"Sensex drops 879pts, Nifty near 18,400 on Fed's hawkish pivot; IT worst hit",2022-12-15 00:00:00,-1,sensex drops pts nifty near fed hawkish pivot worst hit
925,"Sovereign investors favour US, India as top 2022 investment markets: Study",2022-11-21 00:00:00,1,sovereign investors favour india investment markets study
926,"ICICI Bank, Bajaj Finance see highest FPI inflows in July-September",2022-11-21 00:00:00,1,icici bank bajaj finance highest fpi inflows july september
927,"CDSL malware attack hits broking ops; Sebi, Cert-in to probe incident",2022-11-20 00:00:00,-1,cdsl malware attack hits broking ops sebi cert probe incident
928,"FPIs invest Rs 30,385 crore in Indian equities in November so far",2022-11-20 00:00:00,1,fpis invest rs crore indian equities november far
929,"Eight of top-10 firms add Rs 42,173 cr in m-cap; ICICI Bank, Infy lead",2022-11-20 00:00:00,1,firms add rs cr cap icici bank infy lead
930,Demat accounts up 41% to 10.4 cr in Oct; incremental additions slowing down,2022-11-20 00:00:00,0,demat accounts cr oct incremental additions slowing 
931,"Markets to focus on global trends, may face volatility, predict analysts",2022-11-20 00:00:00,0,markets focus global trends face volatility predict analysts
932,HDFC to benefit from NSE tweak in index composition rule on mergers,2022-11-18 00:00:00,1,hdfc benefit nse tweak index composition rule mergers
933,"Sebi plans to introduce new SCORES system with revamped website, mobile app",2022-11-18 00:00:00,0,sebi plans introduce new scores system revamped website mobile app
934,"Zee Entertainment, Sun TV may underperform on advertising growth worries",2022-11-18 00:00:00,-1,zee entertainment sun tv underperform advertising growth worries
935,Relaxo Footwears extends slide on weak Q2 results; stock hits 18-month low,2022-11-18 00:00:00,-1,relaxo footwears extends slide weak results stock hits month low
936,"Union Bank of India m-cap crosses Rs 50,000 cr; stock surges 61% in a month",2022-11-18 00:00:00,1,union bank india cap crosses rs cr stock surges month
937,Is it time to raise high-beta bets in your portfolio?,2022-11-18 00:00:00,0,time raise high beta bets portfolio 
938,Stock of this SME Company has zoomed 121% in 8 trading days,2022-11-18 00:00:00,1,stock sme company zoomed trading days
939,"As Sensex struggles at 62,000, Nifty at 18,500, here's what can happen next",2022-11-18 00:00:00,-1,sensex struggles nifty happen 
940,"Bikaji Foods slips 6% to hit new low since listing, trades near issue price",2022-11-18 00:00:00,-1,bikaji foods slips hit new low listing trades near issue price
941,"Honda India Power hits new high, zooms 45% in 1 month on strong Q2 results",2022-11-18 00:00:00,1,honda india power hits new high zooms month strong results
942,"TCPL Packaging soars 16%, hits record high on healthy business outlook",2022-11-18 00:00:00,1,tcpl packaging soars hits record high healthy business outlook
943,"Sensex, Nifty recoup losses, end flat; auto stocks dip, PB Fintech gains 8%",2022-11-18 00:00:00,1,sensex nifty recoup losses end flat auto stocks dip pb fintech gains 
944,"Stocks to watch: RIL, Tata Motors, Nykaa, ABFRL, Equitas SFB, Suven Life",2022-11-18 00:00:00,1,stocks watch ril tata motors nykaa abfrl equitas sfb suven life
945,BFSI's share in India Inc's Q2 profits hits record high of 41.5%,2022-11-17 00:00:00,1,bfsi share india inc q profits hits record high 
946,Sebi panel proposes shareholder pay buyback tax: Check details here,2022-11-17 00:00:00,0,sebi panel proposes shareholder pay buyback tax check details 
947,More preventive measures needed to curb corporate frauds: Sebi official,2022-11-17 00:00:00,1,preventive measures needed curb corporate frauds sebi official
948,"As SoftBank sells stake in Paytm for $215 million, more could follow",2022-11-17 00:00:00,0,softbank sells stake paytm million follow
949,Regulations not a remedy for fraud: Sebi whole time member SK Mohanty,2022-11-17 00:00:00,0,regulations remedy fraud sebi time member sk mohanty
950,Sebi asks IHH Healthcare to get Delhi HC nod for Fortis open offer,2022-11-17 00:00:00,1,sebi asks ihh healthcare delhi hc nod fortis open offer
951,Sebi frames guidelines for AIFs for declaring first close of a scheme,2022-11-17 00:00:00,0,sebi frames guidelines aifs declaring close scheme
952,Start-up meltdown continues as pre-IPO investors look to sell stake,2022-11-17 00:00:00,-1,start meltdown continues pre ipo investors look sell stake
953,"Will look into financial disclosures of Byju's, says ICAI president",2022-11-17 00:00:00,-1,look financial disclosures byju says icai president
954,"New guidelines for financial influencers under works, says Sebi",2022-11-17 00:00:00,0,new guidelines financial influencers works says sebi
955,Sebi devising regulations to increase accountability of 'finfluencers',2022-11-17 00:00:00,0,sebi devising regulations increase accountability finfluencers 
