Text,Date,Sentiment
Indian markets seen weak as global peers fall; crude up,2020-01-08 08:31:00,2
"Stocks to Watch: NTPC, Infosys, Adani Ports, Mahindra & Mahindra, Gujarat Gas",2020-01-08 08:07:00,1
"As Sebi tightens norms, over 20 listed companies disclose their loan defaults",2020-01-07 22:46:00,0
Sensex closes higher but off day’s high; mood cautious,2020-01-07 16:34:00,1
"Sensex rises nearly 200 points, RIL, HDFC Bank lead gains",2020-01-07 15:53:00,1
"Stocks to Watch: HDFC Bank, Jet Airways, Allahabad Bank, PI Industries, Concor",2020-01-07 08:04:00,1
Asia stocks attempt a rally as Iran anxiety ebbs,2020-01-07 06:11:00,1
"Asian stocks set to rebound; Yen, Treasuries drop",2020-01-07 05:28:00,2
"Escalating US-Iran tensions roil markets, oil touches $70",2020-01-06 23:23:00,1
India sees least growth in m-cap among top 10 global markets,2020-01-07 13:49:00,1
Underwriting fee in debt capital market climbs to a record in 2019,2020-01-06 22:59:00,1
"Alphabet, Amazon keep S&P afloat as West Asia tensions persist",2020-01-07 00:43:00,1
Rupee weakens to almost two-month low against US dollar,2020-01-06 17:41:00,2
Investors lose over  ₹3 trillion as Sensex nosedives 787 points,2020-01-06 16:46:00,2
US-Iran conflict spooks Dalal Street:  ₹3 lakh crore gone in a day,2020-01-06 15:48:00,2
Rupee slides past  ₹72 against US dollar: 5 things to know,2020-01-06 17:48:00,2
Japan's Nikkei drops to 1-month low on US-Iran jitters,2020-01-06 10:42:00,2
Sensex slumps over 700 points as crude advances on US-Iran tension,2020-01-06 12:55:00,2
"Sensex crashes 800 points, rupee slides past 72 mark against US dollar",2020-01-06 14:31:00,2
Stock markets may be under pressure as US and Iran tension flare-up,2020-01-06 08:13:00,2
"Stocks to Watch: HDFC, SBI, Adani Ports, Tata Motors, Bank of Baroda",2020-01-06 07:58:00,1
"Saudi Aramco shares hit lowest since IPO, down 1.7%",2020-01-05 17:42:00,2
"Market outlook: Mideast tensions, crude price to set market tone this week",2020-01-05 14:00:00,1
"FPIs pull out  ₹2,418 crore  in 1st three trading sessions of 2020",2020-01-05 11:27:00,0
"Six of top-10 Indian firms lose  ₹26,624 crore in m-cap, ICICI Bank worst hit",2020-01-05 10:25:00,2
"HDFC to raise up to  ₹5,000 crore on January  7",2020-01-05 08:16:00,1
Markets weaken as attack in Iraq leaves investors cautious,2020-01-03 23:53:00,2
Rupee today falls sharply against the US dollar: 5 things to know,2020-01-03 15:41:00,2
What market strategists say after US killed top Iranian general Qassem Soleimani,2020-01-03 10:48:00,0
"Sensex, Nifty end 0.4% lower as crude oil jumps amid West Asia tensions",2020-01-03 15:59:00,2
Rupee closes six week low as crude prices jump,2020-01-03 17:17:00,2
"Sensex falls over 150 points, RBL Bank, Bank of Baroda decline 3%",2020-01-03 15:55:00,2
How a fund manager's call to add long India bonds is turning fruitful,2020-01-03 09:10:00,0
"Stock markets may continue to rally, crude prices jump",2020-01-03 08:35:00,1
"Stocks to Watch: Jet Airways, MTNL, IIFL Securities, SBI, ONGC",2020-01-03 08:17:00,1
"Nifty closes at record high, Sensex gains 320 points",2020-01-02 16:55:00,1
"Sensex up 0.5% led by cement, metal, infra stocks",2020-01-02 12:32:00,1
Rupee ends lower at 71.37 against dollar,2020-01-02 17:30:00,2
"Nifty ends at record closing high; midcap, smallcap stocks surge",2020-01-02 16:24:00,1
Shares of rating companies soar after Sebi imposes fine for missing default,2020-01-02 08:49:00,0
"Stock markets may rise marginally; auto shares, RIL in focus",2020-01-02 08:43:00,1
"Stocks to Watch: Reliance Industries, RCom, Dish TV, Bharti Airtel, ONGC",2020-01-02 07:24:00,1
Small finance banks go big on pre-IPO funding,2020-01-01 22:36:00,0
G Babita Rayudu takes charge as Sebi's executive director,2020-01-01 19:02:00,0
Equity indices close with marginal gains,2020-01-01 16:24:00,1
"Park Hotels to raise  ₹1,000 crore in IPO, files draft papers with Sebi",2020-01-01 14:56:00,0
Reliance Industries makes biggest gains in market capitalization,2020-01-01 23:41:00,1
"Share markets to be closed on these days in 2020. Full list of BSE, NSE holidays",2020-01-01 12:32:00,1
Consumer stocks may test banks' dominance in Sensex,2020-01-01 12:27:00,1
Why Canadian dollar may struggle this year,2020-01-01 10:59:00,2
Rupee gains against US dollar,2020-01-01 18:34:00,1
"Sensex starts new year on a cautious note, FMCG, IT stocks lead gains",2020-01-01 15:53:00,1
"Stock markets likely to be in range on first day of 2020, infra shares in focus",2020-01-01 08:53:00,1
"Stocks to Watch: Yes Bank, Bharti Airtel, RIL, RBL Bank, IRCTC",2020-01-01 08:30:00,1
"Nasdaq caps a $7 trillion decade with best rally in 10 years, thanks to Apple",2020-01-01 06:25:00,1
"Despite slowdown, equities likely to register healthy growth in 2020",2020-01-01 00:18:00,1
Mindspace Business REIT files for IPO,2019-12-31 23:36:00,1
"Bitcoin's 9,000,000% rise this decade leaves the skeptics aghast",2019-12-31 16:19:00,1
Rupee ends lower at 71.38 against US dollar,2019-12-31 17:31:00,2
Sensex falls 300 points on last session of 2019 but logs 14% gain for the year,2019-12-31 15:45:00,2
Stock markets likely to be tepid on last trading day of 2019,2019-12-31 08:33:00,1
"Stocks to Watch: Jet Airways, RIL, Bharti Airtel, Vodafone Idea, DHFL, NTPC",2019-12-31 07:34:00,1
"QIP fundraising doubles to  ₹35,238 crore, backed by large deals",2019-12-31 00:40:00,1
"FIIs invest $14.5 bn in equities in 2019, the highest in 5 years",2019-12-30 23:23:00,1
Dow Jones on track for worst day in nearly four weeks in light holiday trade,2019-12-30 22:06:00,0
"Sensex ends flat, Prince Pipes makes tepid debut",2019-12-30 16:55:00,1
PSU banks shares fall on asset quality concerns,2019-12-30 12:03:00,2
"Sensex ends flat, auto stocks shine",2019-12-30 15:56:00,1
"Stock markets likely to be rangebound, Asian stocks drift lower",2019-12-30 08:06:00,2
"Stocks to Watch: Bharti Airtel, GAIL, Reliance Capital, PSBs, DHFL",2019-12-30 07:39:00,1
Bitcoin’s purported creator may not be able to hand over $3 billion,2019-12-30 05:59:00,2
"India Inc garners  ₹8.7 lakh crore from markets in 2019, debt preferred route",2019-12-29 16:30:00,2
Sensex remained stubbornly optimistic in 2019,2019-12-29 14:37:00,2
"FPIs remain net buyers in December; invest over  ₹2,600 crore",2019-12-29 11:52:00,1
"China revises law on IPOs, raises penalties for fraud",2019-12-29 11:09:00,1
"Six of top-10 Indian firms lose  ₹64,419 crore in m-cap, Reliance biggest hit",2019-12-29 10:53:00,2
"Market outlook: Macro-data, crude oil prices to steer indices' movements",2019-12-29 09:38:00,1
Discount broker Zerodha's gains in active users leaves rivals behind,2019-12-28 10:03:00,1
Sebi bans investment advisors from providing free trials of services,2019-12-27 19:06:00,1
The ‘fire and ice’ decade that changed everything on Wall Street,2019-12-27 18:35:00,0
Rupee ends lower at 71.36 against dollar,2019-12-27 18:13:00,2
"Gold prices today rise again, up  ₹1,000 per 10 gram in just 4 days",2019-12-27 16:42:00,1
Rupee strengthens against US dollar amid gains in other Asian currencies,2019-12-27 14:24:00,1
Markets rise 1% led by gains in banking and financial stocks,2019-12-27 23:58:00,1
Bonds rally as RBI surprises with pace of purchases,2019-12-27 09:42:00,0
"Sensex surges over 400 points, RIL, banks lead gains",2019-12-27 15:44:00,1
"US stocks close at record highs; Nasdaq crossed 9,000 on boosts from Amazon",2019-12-27 08:24:00,1
"Stocks to Watch: ICRA, Hindustan Aeronautics, PNB, Allahabad Bank, Biocon",2019-12-27 08:11:00,1
Funds raised via dollar bonds at six-year high,2019-12-26 23:15:00,1
"BHEL, HDFC, Kotak Mahindra, 5 others to list commercial papers on BSE",2019-12-26 19:55:00,1
"RBI to buy, sell g-secs worth Rs10,000 crore each on Monday",2019-12-26 18:57:00,1
Sensex ends lower amid December F&O expiry,2019-12-26 16:42:00,2
Fund raising via equity markets jump 28% in 2019,2019-12-26 13:28:00,1
"Somany Home Innovation shares get listed on BSE, NSE",2019-12-26 12:41:00,1
"Outlook for emerging markets in 2020: 'It’s complicated,' writes Jim O’Neill",2019-12-26 11:11:00,1
Sensex a tad down ahead of December F&O expiry,2019-12-26 10:51:00,2
Rupee closes weak against US dollar for fifth consecutive day,2019-12-26 17:47:00,2
"Stocks to Watch: Yes Bank, Bharti Infratel, HDFC, NTPC, HCL Technologies",2019-12-26 08:27:00,1
Sebi comes out with new informant mechanism to reward whistleblowers,2019-12-24 18:30:00,0
"Sensex closes 181 points lower on selling in IT shares, RIL",2019-12-24 17:00:00,2
"NTPC, world’s top rated power stock, seen recovering from 10-month low",2019-12-24 15:33:00,1
IFCI sells NSE stake worth  ₹805 crore; shares jump 10%,2019-12-24 13:53:00,1
NIIT Technologies announces share buyback offer,2019-12-24 10:00:00,1
"RIL, HDFC twins drag markets; Sensex loses 180 points",2019-12-24 16:55:00,2
"Stocks to Watch: Reliance, Bharti Infratel, Hindalco, IRCTC, Jet Airways",2019-12-24 07:55:00,1
The puzzle of a market boom in economic gloom,2019-12-24 11:28:00,1
"In pre-Christmas trading, S&P 500, Nasdaq hit new record highs; Boeing lifts Dow",2019-12-23 21:52:00,1
Ten of the worst bond bets of the decade,2019-12-23 17:53:00,2
Rupee’s Asia-beating advance seen as unsustainable by analysts,2019-12-23 13:11:00,1
Large caps seen continuing their outperformance next year,2019-12-23 11:28:00,1
"HRITIK led the Nifty rally this year, will it be SALMAN next?",2019-12-23 10:43:00,1
"Market snaps 4-day record-setting spree, ends marginally lower",2019-12-23 16:16:00,2
"Sensex struggles in early trade, RIL falls 2%",2019-12-23 09:36:00,2
"Stocks to Watch: Reliance, State Bank of India, IndiGo, TCS, GAIL, UltraTech",2019-12-23 08:12:00,1
"Markets may witness consolidation in holiday-shortened week ahead, say analysts",2019-12-22 15:14:00,0
FPIs open fund floodgates; Net inflow crosses  ₹1 trillion in 2019,2019-12-22 12:16:00,1
Eight of top-10 companies add  ₹1.13 lakh crore in m-cap; TCS takes lead,2019-12-22 10:40:00,1
Sensex hits fourth straight record high,2019-12-20 18:13:00,1
Bond yields see steepest fall in two months on Reserve Bank’s Operation Twist,2019-12-20 23:18:00,2
"Sensex marginally up led by banks, auto stocks",2019-12-20 12:12:00,1
"Sensex, Nifty end with marginal gains in another record-breaking day",2019-12-20 17:00:00,1
"Stocks to Watch: Yes Bank, SBI, PNB, Piramal, Tata group",2019-12-20 07:48:00,1
Bajaj Finance invokes Karvy Data Management shares; acquires 10% stake,2019-12-19 21:08:00,1
HDFC Bank crosses $100 bn market cap in intraday trading,2019-12-19 22:16:00,1
Tata group companies trade mixed post NCLAT order on Cyrus Mistry ouster,2019-12-19 10:19:00,1
Roughed up India bonds greet 2020 with hope,2019-12-19 10:00:00,1
"Sensex, Nifty hit new record high; Auto and IT stocks surge",2019-12-19 18:02:00,1
Rupee steady against dollar amid lack of cues,2019-12-19 09:19:00,2
"Bitcoin surges above $7,000 after falling to lowest since May",2019-12-19 08:44:00,2
"Stocks to Watch: Tata Group, InterGlobe Aviation, RIL, L&T Finance",2019-12-19 08:18:00,1
Rossari Biotech files  ₹700-crore IPO papers with Sebi,2019-12-18 19:00:00,0
Rupee strengthens marginally amid mixed trade in other Asian currencies,2019-12-18 17:35:00,2
Jaypee Infra jumps nearly 10% on lenders' nod for NBCC bid,2019-12-18 17:28:00,1
Saudi Aramco falls below $2 trillion as stock declines for 2nd day,2019-12-18 17:25:00,2
L&T Finance raises  ₹300 crore via non-convertible preference shares,2019-12-18 17:08:00,1
Prince Pipes IPO opens today. Key things to know before you subscribe,2019-12-18 12:55:00,1
"Sensex ends day with 200 points gain; Nifty closes above 12,200",2019-12-18 16:01:00,1
"Stocks to Watch: Bharti Airtel, Vodafone Idea, Bank of Baroda, Jet Airways, ZEEL",2019-12-18 08:01:00,1
Saudi Aramco drops for 1st time since last week’s record IPO,2019-12-17 18:39:00,2
Unilever stock slumps after weak demand hits sales and growth,2019-12-17 16:06:00,2
Investors in cryptocurrency exchange demand founder's body be exhumed,2019-12-17 10:34:00,0
"Sensex surges 413 points, continuing record run",2019-12-17 23:45:00,1
"Stocks to Watch: Reliance Industries, Shriram Transport, RCom, Equitas Holdings",2019-12-17 07:59:00,1
"Stocks of dairy firms up after Amul, Mother Dairy hike milk prices",2019-12-16 13:07:00,0
"Sensex erases gains, ends lower amid caution",2019-12-16 16:26:00,2
"Sensex, Nifty erase early gains",2019-12-16 16:04:00,1
Rupee flat against US dollar amid mixed cues from Asian currencies,2019-12-16 09:18:00,1
"Stocks to Watch: Yes Bank, PNB, InterGlobe Aviation, Tata Motors",2019-12-16 08:10:00,1
More promoters buy back pledged shares fearing loss of control,2019-12-16 00:01:00,2
"More free-float stocks needed to reduce volatility, NSE CEO",2019-12-15 13:50:00,0
"Market outlook: Inflation data, stagflation concerns to steer equity indices",2019-12-15 13:28:00,0
"Six of top-10 firms add  ₹65,060 crore in m-cap; RIL, HDFC leads the chart",2019-12-15 10:33:00,1
Sebi refuses any relief to lenders of Karvy,2019-12-14 10:49:00,0
"Ahead of US-China trade deal, global cues push up Indian stocks",2019-12-13 23:44:00,1
"Prince Pipes IPO to open next week, price band announced",2019-12-13 13:41:00,1
Aviation stocks rise as domestic air passenger traffic hits new high,2019-12-13 12:29:00,1
Metal stocks up on progress in US-China trade talks,2019-12-13 12:21:00,1
Bond yields hit five-month high as inflation quickens,2019-12-13 09:53:00,0
"Sensex rallies 428 points to end at 41,009; Nifty settles near 12,100",2019-12-13 15:55:00,1
"Stock markets may rise on firm Asian cues, weak macros to weigh",2019-12-13 08:41:00,1
"Stocks to Watch: State Bank of India, IndiGo, Infosys, Nestle India",2019-12-13 07:49:00,1
Low risk a draw for investors in Bharat Bond ETF,2019-12-13 14:03:00,2
"Bharat Bond ETF: Anchor investors put in bids worth  ₹3,000 crore",2019-12-12 20:49:00,1
US markets: S&P 500 hits record high as Trump says close to big deal with China,2019-12-12 20:39:00,1
SBI Cards to list commercial paper on BSE for an issue size of  ₹400 crore,2019-12-12 19:49:00,1
"Bharat Bond ETF opens for subscription, aims to raise up to  ₹15,000 crore",2019-12-12 18:34:00,1
Saudi Aramco tops Crown Prince's $2 trillion goal as shares surge on Day 2,2019-12-12 16:08:00,1
"Ujjivan Small Finance Bank shares make stellar debut, gain 51%",2019-12-12 22:27:00,1
Rupee hits six week high; trades higher for seventh session,2019-12-12 09:43:00,1
"Markets tick higher; CPI, IIP data eyed",2019-12-12 13:16:00,1
"Ujjivan Small Finance Bank shares make bumper debut on BSE, NSE after listing",2019-12-12 17:33:00,1
"Stock markets likely to be steady, Fed signals accommodative rate stance",2019-12-12 08:26:00,0
"Stocks to Watch: Maruti Suzuki, Bharti Airtel, Cadila Healthcare, NBFCs, MTNL",2019-12-12 07:58:00,1
Ten years bond hits 3-month low as S&P warns rating cut,2019-12-11 18:11:00,2
Saudi Aramco surges 10% in trading debut to hit $1.88 trillion market value,2019-12-11 16:49:00,1
"Sensex surges 172 points; Nifty ends day above 11,900",2019-12-11 16:02:00,1
Yes Bank slips 12% as board delays decision on new investors,2019-12-11 13:01:00,2
Investment decisions in India hinge on corporate governance standards: IFC,2019-12-11 11:38:00,1
"Rupee up, traders await Fed rates decision",2019-12-11 09:32:00,2
"Sensex jumps 169 points, Nifty inches closer to 12,000",2019-12-12 15:54:00,1
"Equity indices likely to be sluggish, global investors eye Fed rate decision",2019-12-11 08:54:00,0
UK election: Pound drops from 8-month high as Tory lead shrinks,2019-12-11 08:47:00,2
"Ujjivan Small Finance Bank IPO: Check share allotment status, listing tomorrow",2019-12-11 12:21:00,1
"Stocks to Watch: RIL, Yes Bank, Bharti Airtel, Piramal Enterprises, IDBI Bank",2019-12-11 07:45:00,1
London Stock Exchange considers proposals for a shorter trading day,2019-12-10 23:49:00,1
Sebi provides relaxation on group exposure limit for mutual funds,2019-12-10 23:34:00,0
"Sensex, Nifty decline to a 1-month low on macro concerns; rupee strengthens",2019-12-10 23:06:00,2
"Sensex drops around 250 points, Yes Bank plunges 10%",2019-12-10 16:03:00,2
Yes Bank shares slump nearly 5% ahead of board meeting today,2019-12-10 10:32:00,1
Bharat Bond ETF to open this Thursday,2019-12-10 10:13:00,0
Rupee closes 1-month high on foreign fund inflows,2019-12-10 17:30:00,1
"Sensex hits one-month low as IT, auto, banking stocks drag",2019-12-10 16:24:00,2
Ujjivan Small Finance Bank IPO allotment: How to check your status,2019-12-10 13:52:00,1
"Indian stock markets may stay volatile, Asian shares edge lower",2019-12-10 08:30:00,2
"Stocks to Watch: Yes Bank, HDFC, Bharti Airtel, Hero MotoCorp, PC Jeweller",2019-12-10 07:59:00,1
Sebi sends show-cause notice to 10 entities for WhatsApp leaks,2019-12-09 23:35:00,0
Be careful in executing Power of Attorney with stock brokers: NSE to investors,2019-12-10 07:02:00,0
"Sensex, Nifty end flat amid choppy trade",2019-12-09 16:57:00,2
Yes Bank poised to reject $1.2 billion bid from Canadian tycoon,2019-12-09 16:14:00,1
BSE Auto index up nearly 2% led by gains in Maruti Suzuki,2019-12-09 11:59:00,1
"Sensex, Nifty a tad up led by auto, banking stocks",2019-12-09 11:55:00,1
Rupee strengthens for fourth session,2019-12-09 17:25:00,2
"Sensex, Nifty end flat; Maruti Suzuki, Axis Bank, HDFC lead gains",2019-12-09 16:06:00,1
"Stocks to Watch: Axis Bank, Bharti Airtel, Maruti Suzuki, Reliance Capital",2019-12-09 08:52:00,1
"Stock markets may consolidate; Maruti, Bharti shares in focus",2019-12-09 08:35:00,1
Lopsided India stock market rally has investors weighing options,2019-12-09 08:18:00,1
Markets may see limited gains in new year on weak earnings,2019-12-09 00:06:00,1
Front running case: Sebi scans matrimonial website to catch manipulators,2019-12-08 17:55:00,0
"Market outlook: Macro-data, growth pangs to drive equity indices' trajectory",2019-12-08 13:20:00,1
FPIs turn net sellers in Indian capital markets in December amid weak macro data,2019-12-08 10:32:00,1
"5 of top-10 most valued Indian firms add  ₹56,877 crore in market valuation",2019-12-08 10:21:00,1
"Sebi tells LIC, SBI to reduce their UTI MF stakes by Dec 2020",2019-12-06 23:12:00,1
"JB Chemicals announces share buyback, offer opens on December 16",2019-12-06 13:41:00,1
Stocks fall nearly 1% as bulls pause after RBI policy surprise,2019-12-06 23:55:00,2
Rupee trades lower against US dollar,2019-12-06 09:37:00,2
"Sensex, Nifty end down nearly 1% as banking, auto stocks drag",2019-12-06 16:13:00,2
"Stock markets to remain volatile; Asian shares firm, oil near 2-month high",2019-12-06 08:38:00,1
"Stocks to Watch: Yes Bank, SBI, Tata Motors, Bharti Airtel, Allcargo Logistics",2019-12-06 07:33:00,1
India’s economy is sputtering. But its stock market powers ahead,2019-12-06 06:41:00,1
Saudi Aramco raises $25.6 billion in world’s biggest IPO,2019-12-06 01:28:00,1
NSE launches Nifty Bharat Bond Index series,2019-12-05 22:04:00,1
SBI Cards IPO rides on millennials’ king size life,2019-12-05 17:19:00,1
Bond yield surges most in two months,2019-12-05 20:17:00,1
Bond yields jump as RBI holds key policy rate,2019-12-05 12:39:00,0
Karvy Stock Broking scandal: NSE issues advisory on how to keep your stocks safe,2019-12-05 10:45:00,0
HCL Tech shares turn ex-bonus today,2019-12-05 10:38:00,1
Sensex falls after RBI keeps rates unchanged,2019-12-05 16:35:00,2
Rupee strengthens against dollar as RBI keeps repo rate unchanged,2019-12-05 20:21:00,0
Sensex ends lower after after RBI surprises by holding rates steady,2019-12-05 16:20:00,2
"Markets await RBI monetary policy, bank and auto stocks in focus",2019-12-05 08:56:00,1
"Stocks to Watch: Airtel, Reliance Industries, SBI, ICICI Bank, Vedanta",2019-12-05 08:05:00,1
Ujjivan SFB’s public offer subscribed 170 times on final day,2019-12-04 23:48:00,1
Rupee up against US dollar on gains in yuan,2019-12-04 17:55:00,1
"ICICI Bank, the top performing bank stock of 2019, has more to run",2019-12-04 16:33:00,1
Infrastructure stocks fall as some Maharashtra projects under state govt lens,2019-12-04 10:18:00,2
"CSB Bank shares make strong debut, surge 54%",2019-12-04 23:30:00,1
Sensex gains ahead of RBI monetary policy review,2019-12-04 18:24:00,1
"Sensex rises 175 points, ICICI Bank gains 4%",2019-12-04 15:59:00,1
Volatility may continue in markets ahead of RBI policy; Asian shares slide,2019-12-04 08:03:00,0
"Stocks to Watch: Bharti Airtel, Vodafone Idea, RIL, Yes Bank, CSB Bank",2019-12-04 07:55:00,1
"CSB Bank makes strong debut, share prices jump 55% over issue price",2019-12-04 15:58:00,1
"In 2020, Goldman Sachs sees Nifty at 13,000, pick up in economic growth",2019-12-03 19:30:00,1
Yes Bank shares plunge nearly 8% as questions abound over unheralded investors,2019-12-03 18:58:00,2
Rupee falls against US dollar ahead of RBI monetary policy,2019-12-03 18:37:00,2
"Sensex, Nifty end down as metal stocks drag",2019-12-03 16:41:00,2
Sensex down 0.5% dragged down by metal stocks,2019-12-03 12:31:00,2
"SAT directs Sebi to decide on Bajaj Fin plea by 10 Dec, other lenders move SAT",2019-12-03 12:21:00,0
Rupee opens flat ahead of RBI policy meet,2019-12-03 09:37:00,0
"Sensex falls over 100 points, Nifty gives up 12,000; midcaps suffer steep losses",2019-12-03 16:01:00,2
"Indian stock markets may stay volatile, Asian shares down",2019-12-03 08:14:00,2
"Stocks to Watch: Yes Bank, RBL Bank, DHFL, Bharti Airtel, Vodafone Idea",2019-12-03 08:06:00,1
Steepest India yield curve in nine years is set to rise further,2019-12-03 07:42:00,1
Fund managers seek easier market access,2019-12-03 07:04:00,0
"Karvy pays the price, trading licence suspended",2019-12-02 23:03:00,0
"Telecom stocks soar on tariff hikes, Bharti Airtel scrip hits 52-week high",2019-12-02 23:25:00,1
Karvy case: 90% investors get back their securities on prompt Sebi action,2019-12-02 18:18:00,0
Yes Bank slumps over 7% as brokerages express concern over quality of investors,2019-12-02 13:31:00,2
Telecom stocks jump on imminent tariff hikes,2019-12-02 10:59:00,1
"NSE, BSE suspend Karvy's trading license",2019-12-02 18:46:00,0
"Sensex ends flat in choppy trade, weak macro data weighs",2019-12-02 17:10:00,2
NSE suspends Karvy Stock Broking for non-compliance,2019-12-02 10:10:00,0
IDFC First Bank shares surge over 10% in four days,2019-12-02 10:54:00,1
Rupee strengthens against US dollar,2019-12-02 18:58:00,2
"Sensex, Nifty end flat; Bharti Airtel, RIL lead gainers",2019-12-02 15:45:00,1
"Markets may trend lower on weak macros, telecom stocks in focus post tariff hike",2019-12-02 08:24:00,2
"Stocks to Watch: Bharti Airtel, Vodafone Idea, RIL, Yes Bank, DHFL",2019-12-02 08:07:00,1
"RBI interest rate decision, macro data, Nov auto sales to steer markets",2019-12-01 18:19:00,0
"Eight of top-10 most valued Indian firms add  ₹52,194 crore in market valuation",2019-12-01 11:53:00,1
"Market outlook: Lending rates, auto sales to set equities trends",2019-12-01 10:02:00,0
Sebi refuses any interim relief to Karvy Stock Broking Ltd,2019-11-30 08:44:00,0
"Stocks hitting 52-week lows soar along with Sensex, Nifty",2019-12-01 17:46:00,2
Sebi comes out norms for debt ETFs,2019-11-29 19:05:00,0
"Sensex tumbles 336 points, Nifty down 95 points ahead of GDP growth data",2019-11-29 18:03:00,2
Future Retail shares surge as CCI approves Amazon investment,2019-11-29 11:23:00,1
Yes Bank shares up over 5% ahead of board meeting on fund raising,2019-11-29 11:11:00,1
"Sensex, Nifty down 0.6% on profit booking",2019-11-29 11:12:00,2
Rupee ends lower at 71.74 against dollar,2019-11-29 17:16:00,2
"Sensex falls over 300 points but midcap, smallcap stocks end with gains",2019-11-29 15:48:00,2
"Stock markets likely to consolidate, global shares rise but trade talks weigh",2019-11-29 08:41:00,1
"Stocks to Watch: Yes Bank, RIL, Bharti Airtel, HDFC Bank, RCom",2019-11-29 08:09:00,1
Worst-performing rupee prompts global funds to dump India bonds,2019-11-29 07:49:00,2
"Karvy delays payouts to 95,000 retail customers",2019-11-29 00:55:00,1
Fiscal slippage woes spark FII sell-off in debt markets,2019-11-28 23:40:00,0
Rupee weakens against US dollar,2019-11-28 18:35:00,2
"ICICI Bank can double share price in 2 years, says Morgan Stanley",2019-11-28 18:14:00,1
Sebi allows ICICI Securities to settle shares fraud case,2019-11-28 23:08:00,0
"Sensex gained 109.56 points or 0.27% to close at 41,130.17",2019-11-28 19:42:00,1
Sensex soars past 41k: Mistakes retail investors should avoid in a bull market,2019-11-28 12:15:00,1
RIL becomes first Indian company to cross  ₹10 trillion in market cap,2019-11-28 23:38:00,1
"RIL's market cap hits  ₹10 lakh crore, a first for an Indian company: 10 points",2019-11-28 15:55:00,1
Rupee trades higher for third session on robust foreign inflows,2019-11-28 09:36:00,1
"Another record-breaking day for Sensex, Nifty ends above 12,150",2019-11-28 15:47:00,1
"Stock markets likely to be volatile on F&O expiry, Asain shares wobbly",2019-11-28 08:29:00,1
"Stocks to watch: Yes Bank, Zee, Jet Airways, Tata Motors",2019-11-28 08:12:00,1
Exchanges under lens for role in Karvy mess,2019-11-27 23:52:00,0
Why markets are rising in times of slowdown,2019-11-28 08:18:00,1
"Sebi lays guidelines for listed REIT, InvIT on preferential issue",2019-11-27 21:12:00,0
"US markets open at record highs on trade optimism, upbeat data",2019-11-27 20:22:00,1
Rupee closes at three-week high against US dollar,2019-11-27 17:54:00,2
Ujjivan Small Finance Bank IPO to open on December 2,2019-11-27 16:40:00,1
"Kaleyra announces NYSE listing, begins trading",2019-11-27 16:32:00,1
How the Karvy episode exposes the chinks in SEBI’s armour,2019-11-27 12:45:00,0
"Ashok Leyland gains 3% as company bags order for 1,750 buses",2019-11-27 12:30:00,1
The great Indian corporate de-leveraging that slowed the economy,2019-11-27 11:54:00,0
"Stock markets end at record highs, Sensex closes above 41,000",2019-11-27 16:59:00,1
Indian stock market outlook for 2020: What analysts forecast?,2019-11-27 11:15:00,1
Sebi says brokers can't be allowed to misuse clients' securities,2019-11-27 12:27:00,0
"Rupee near three-week high on likely foreign inflows, trade deal optimism",2019-11-27 09:53:00,1
"Tata Steel shares can rise in 2020, bet analysts",2019-11-27 08:27:00,1
"Stocks to Watch: Yes Bank, BPCL, RITES, Prestige Estate, Tata Communications",2019-11-27 08:16:00,1
"Post Karvy, investors may shift from low-cost brokerages to bank-owned ones?",2019-11-26 19:51:00,2
Alibaba shares surge on Hong Kong debut,2019-11-26 18:30:00,1
InterGlobe Aviation shares down over 2% after DGCA directive,2019-11-26 15:04:00,2
Midcap stocks poised for a comeback: Citi,2019-11-26 13:40:00,1
Reliance Naval surges nearly 1000% in last eleven weeks,2019-11-26 11:36:00,1
"Sensex, Nifty close lower as traders likely booked profits",2019-11-26 17:50:00,2
"RIL shares hit record high, near  ₹10 lakh crore milestone in market cap",2019-11-26 10:08:00,1
Rupee ends higher at 71.50 against dollar,2019-11-26 19:12:00,2
"Sensex ends lower after hitting 41,000, IT stocks weigh",2019-11-26 15:48:00,2
"Stocks to Watch: Zee Entertainment, Yes Bank, Bharti Airtel, IndiGo, ICICI Bank",2019-11-26 08:29:00,1
"Stock markets rally may continue; Maruti, IndiGo, Zee stocks in focus",2019-11-26 08:22:00,1
India’s big plan to bring rupee trading home is an uphill task,2019-11-26 07:19:00,0
"Of stock markets, brokerages and the trade in trust",2019-11-26 00:03:00,1
"Sensex scales new peak, shrugging off slowdown",2019-11-25 22:44:00,1
Yes Bank sells over 16 lakh shares of Reliance Capital,2019-11-25 21:25:00,1
"S&P 500, Nasdaq hit new highs as chip stocks climb on trade optimism",2019-11-26 00:52:00,1
Investors become richer by  ₹1.81 trillion as stocks zoom,2019-11-25 18:17:00,1
"Sensex zooms 530 pts to hit new closing high of 40,889; Nifty ends above 12,050",2019-11-25 18:00:00,1
Russia’s largest Bitcoin mine turns water into cash,2019-11-25 12:18:00,0
"Sensex, Nifty gain on hope of further stimulus from government",2019-11-25 12:37:00,1
Rupee ends weak against greenback; market eyes GDP data,2019-11-25 19:05:00,2
"Sensex surges over 500 points to end at record high. Now, eyes 41,000",2019-11-25 15:53:00,1
